order_id,payment_sequential,payment_type,payment_installments,payment_value
o_002465,1,credit_card,10,337.33
o_002466,1,credit_card,3,146.62
o_002467,1,credit_card,1,109.94
o_002468,1,voucher,1,175.38
o_002469,1,credit_card,1,249.31
o_002470,1,credit_card,1,56.55
o_002471,1,credit_card,1,387.93
o_002472,1,credit_card,1,181.65
o_002473,1,credit_card,2,52.57
o_002474,1,boleto,1,49.96
o_002475,1,credit_card,2,47.51
o_002476,1,credit_card,8,141.82
o_002477,1,voucher,1,39.01
o_002478,1,credit_card,1,82.34
o_002479,1,credit_card,1,227.12
o_002480,1,credit_card,1,86.62
o_002481,1,credit_card,6,143.49
o_002482,1,boleto,1,67.86
o_002483,1,credit_card,2,74.37
o_002484,1,credit_card,4,80.95
o_002485,1,credit_card,1,189.98
o_002486,1,credit_card,1,58.58
o_002487,1,boleto,1,127.88
o_002488,1,credit_card,8,143.34
o_002489,1,boleto,1,158.8
o_002490,1,credit_card,6,80.98
o_002491,1,credit_card,1,229.39
o_002492,1,credit_card,1,55.61
o_002493,1,voucher,1,405.64
o_002494,1,boleto,1,68.14
o_002495,1,credit_card,6,339.6
o_002496,1,credit_card,8,399.34
o_002497,1,credit_card,1,155.95
o_002498,1,voucher,1,296.39
o_002499,1,credit_card,1,89.13
o_002500,1,credit_card,3,112.99
o_002501,1,credit_card,1,51.9
o_002502,1,boleto,1,119.82
o_002503,1,credit_card,1,213.85
o_002504,1,credit_card,1,64.51
o_002505,1,voucher,1,203.42
o_002506,1,credit_card,1,113.25
o_002507,1,credit_card,1,167.88
o_002508,1,credit_card,4,65.5
o_002509,1,credit_card,6,229.02
o_002510,1,credit_card,2,69.99
o_002511,1,boleto,1,127.44
o_002512,1,boleto,1,155.92
o_002513,1,credit_card,12,82.84
o_002514,1,credit_card,6,116.34
o_002515,1,boleto,1,250.77
o_002516,1,credit_card,4,211.86
o_002517,1,credit_card,1,78.1
o_002518,1,credit_card,1,334.64
o_002519,1,boleto,1,57.63
o_002520,1,boleto,1,81.51
o_002521,1,credit_card,2,57.94
o_002522,1,credit_card,1,292.88
o_002523,1,credit_card,1,86.54
o_002524,1,credit_card,1,286.05
o_002525,1,credit_card,6,89.28
o_002526,1,credit_card,6,46.92
o_002527,1,boleto,1,69.82
o_002528,1,credit_card,2,134.04
o_002529,1,credit_card,3,246.35
o_002530,1,credit_card,1,69.07
o_002531,1,boleto,1,200.69
o_002532,1,credit_card,1,203.07
o_002533,1,boleto,1,170.02
o_002534,1,credit_card,3,45.34
o_002535,1,boleto,1,158.47
o_002536,1,credit_card,3,136.01
o_002537,1,boleto,1,90.71
o_002538,1,credit_card,12,56.86
o_002539,1,credit_card,4,187.58
o_002540,1,credit_card,6,111.56
o_002541,1,boleto,1,52.23
o_002542,1,credit_card,1,46.49
o_002543,1,credit_card,2,134.19
o_002544,1,boleto,1,427.66
o_002545,1,credit_card,3,69.58
o_002546,1,credit_card,1,61.55
o_002547,1,credit_card,4,115.68
o_002548,1,credit_card,3,230.01
o_002549,1,boleto,1,103.69
o_002550,1,credit_card,2,103.98
o_002551,1,boleto,1,153.84
o_002552,1,credit_card,1,322.93
o_002553,1,credit_card,1,48.99
o_002554,1,credit_card,1,137.19
o_002555,1,boleto,1,135.26
o_002556,1,boleto,1,97.94
o_002557,1,credit_card,8,94.63
o_002558,1,credit_card,3,45.27
o_002559,1,credit_card,1,103.58
o_002560,1,voucher,1,243.37
o_002561,1,voucher,1,318.95
o_002562,1,voucher,1,233.96
o_002563,1,credit_card,1,113.24
o_002564,1,credit_card,1,72.32
o_002565,1,credit_card,1,77.39
o_002566,1,credit_card,3,225.37
o_002567,1,credit_card,2,300.95
o_002568,1,voucher,1,137.17
o_002569,1,boleto,1,188.17
o_002570,1,credit_card,10,139.85
o_002571,1,credit_card,2,286.61
o_002572,1,credit_card,2,99.03
o_002573,1,credit_card,6,25.91
o_002574,1,credit_card,1,222.5
o_002575,1,credit_card,1,104.04
o_002576,1,credit_card,1,58.96
o_002577,1,credit_card,8,76.66
o_002578,1,credit_card,1,145.59
o_002579,1,credit_card,1,60.33
o_002580,1,credit_card,1,292.49
o_002581,1,boleto,1,76.87
o_002582,1,credit_card,4,57.21
o_002583,1,credit_card,1,89.39
o_002584,1,voucher,1,37.58
o_002585,1,credit_card,6,385.37
o_002586,1,credit_card,2,40.25
o_002587,1,credit_card,4,483.69
o_002588,1,credit_card,10,161.32
o_002589,1,credit_card,10,311.36
o_002590,1,credit_card,2,136.1
o_002591,1,credit_card,1,198.77
o_002592,1,credit_card,10,105.28
o_002593,1,credit_card,1,261.25
o_002594,1,credit_card,1,551.53
o_002595,1,credit_card,1,301.91
o_002596,1,credit_card,1,44.08
o_002597,1,credit_card,6,296.44
o_002598,1,credit_card,4,186.49
o_002599,1,credit_card,1,205.02
o_002600,1,credit_card,1,501.38
o_002601,1,voucher,1,118.82
o_002602,1,credit_card,4,145.23
o_002603,1,credit_card,6,67.66
o_002604,1,credit_card,1,52.64
o_002605,1,credit_card,2,117.43
o_002606,1,credit_card,1,216.44
o_002607,1,credit_card,3,696.3
o_002608,1,credit_card,4,395.73
o_002609,1,credit_card,3,118.95
o_002610,1,boleto,1,122.54
o_002611,1,credit_card,2,313.61
o_002612,1,boleto,1,240.04
o_002613,1,boleto,1,217.63
o_002614,1,credit_card,1,384.75
o_002615,1,voucher,1,56.58
o_002616,1,boleto,1,446.57
o_002617,1,credit_card,1,109.31
o_002618,1,credit_card,2,74.15
o_002619,1,credit_card,1,74.53
o_002620,1,credit_card,1,559.73
o_002621,1,credit_card,1,291.67
o_002622,1,credit_card,2,343.58
o_002623,1,credit_card,10,195.51
o_002624,1,credit_card,1,472.64
o_002625,1,credit_card,10,257.81
o_002626,1,credit_card,4,91.47
o_002627,1,boleto,1,516.8
o_002628,1,credit_card,1,125.0
o_002629,1,credit_card,1,147.49
o_002630,1,credit_card,2,222.24
o_002631,1,boleto,1,273.34
o_002632,1,credit_card,12,66.88
o_002633,1,credit_card,2,297.07
o_002634,1,boleto,1,534.58
o_002635,1,boleto,1,618.35
o_002636,1,boleto,1,192.57
o_002637,1,debit_card,1,167.47
o_002638,1,boleto,1,85.97
o_002639,1,credit_card,6,328.44
o_002640,1,credit_card,3,437.37
o_002641,1,credit_card,3,157.01
o_002642,1,credit_card,10,147.38
o_002643,1,credit_card,1,111.2
o_002644,1,boleto,1,54.24
o_002645,1,boleto,1,310.07
o_002646,1,credit_card,3,64.94
o_002647,1,boleto,1,557.38
o_002648,1,credit_card,2,248.38
o_002649,1,credit_card,12,40.77
o_002650,1,credit_card,1,66.01
o_002651,1,credit_card,2,149.22
o_002652,1,credit_card,2,73.92
o_002653,1,boleto,1,169.99
o_002654,1,credit_card,1,112.78
o_002655,1,credit_card,2,119.07
o_002656,1,credit_card,6,119.26
o_002657,1,credit_card,4,303.96
o_002658,1,credit_card,6,86.38
o_002659,1,credit_card,2,100.7
o_002660,1,credit_card,2,441.94
o_002661,1,boleto,1,90.31
o_002662,1,voucher,1,243.87
o_002663,1,credit_card,12,78.74
o_002664,1,credit_card,1,152.6
o_002665,1,credit_card,4,283.27
o_002666,1,credit_card,1,296.54
o_002667,1,credit_card,1,50.69
o_002668,1,credit_card,1,31.4
o_002669,1,boleto,1,51.76
o_002670,1,credit_card,1,231.42
o_002671,1,boleto,1,203.6
o_002672,1,boleto,1,90.93
o_002673,1,credit_card,4,31.71
o_002674,1,boleto,1,111.25
o_002675,1,credit_card,4,327.65
o_002676,1,credit_card,1,82.58
o_002677,1,credit_card,6,1009.39
o_002678,1,credit_card,1,115.41
o_002679,1,credit_card,2,48.9
o_002680,1,credit_card,1,64.66
o_002681,1,credit_card,1,454.64
o_002682,1,credit_card,1,151.55
o_002683,1,voucher,1,86.77
o_002684,1,credit_card,4,133.93
o_002685,1,credit_card,2,303.29
o_002686,1,credit_card,1,174.28
o_002687,1,credit_card,4,189.5
o_002688,1,credit_card,1,77.0
o_002689,1,credit_card,12,31.15
o_002690,1,credit_card,1,147.28
o_002691,1,credit_card,4,147.12
o_002692,1,debit_card,1,627.73
o_002693,1,credit_card,3,211.48
o_002694,1,credit_card,10,196.82
o_002695,1,voucher,1,77.5
o_002696,1,credit_card,4,67.37
o_002697,1,credit_card,1,50.18
o_002698,1,voucher,1,60.84
o_002699,1,boleto,1,267.94
o_002700,1,credit_card,4,502.59
o_002701,1,boleto,1,95.54
o_002702,1,credit_card,2,352.38
o_002703,1,credit_card,1,138.85
o_002704,1,voucher,1,103.06
o_002705,1,credit_card,10,54.74
o_002706,1,credit_card,1,113.79
o_002707,1,credit_card,1,111.67
o_002708,1,credit_card,6,162.56
o_002709,1,credit_card,1,124.06
o_002710,1,credit_card,2,117.43
o_002711,1,credit_card,4,45.4
o_002712,1,credit_card,12,261.77
o_002713,1,debit_card,1,65.07
o_002714,1,boleto,1,231.91
o_002715,1,boleto,1,238.37
o_002716,1,boleto,1,110.05
o_002717,1,credit_card,10,151.99
o_002718,1,credit_card,2,541.45
o_002719,1,credit_card,1,62.08
o_002720,1,credit_card,4,60.56
o_002721,1,credit_card,4,152.27
o_002722,1,credit_card,8,65.88
o_002723,1,credit_card,4,93.44
o_002724,1,credit_card,3,67.17
o_002725,1,credit_card,1,214.21
o_002726,1,voucher,1,490.31
o_002727,1,voucher,1,148.0
o_002728,1,voucher,1,110.61
o_002729,1,boleto,1,237.26
o_002730,1,credit_card,1,211.25
o_002731,1,credit_card,6,171.23
o_002732,1,credit_card,1,133.94
o_002733,1,credit_card,1,46.79
o_002734,1,debit_card,1,79.9
o_002735,1,credit_card,1,39.3
o_002736,1,boleto,1,206.62
o_002737,1,boleto,1,168.73
o_002738,1,debit_card,1,152.78
o_002739,1,credit_card,1,44.54
o_002740,1,credit_card,6,354.28
o_002741,1,voucher,1,74.15
o_002742,1,voucher,1,52.56
o_002743,1,boleto,1,86.47
o_002744,1,credit_card,12,29.13
o_002745,1,voucher,1,155.77
o_002746,1,credit_card,1,111.84
o_002747,1,boleto,1,148.68
o_002748,1,credit_card,1,139.5
o_002749,1,boleto,1,81.42
o_002750,1,boleto,1,120.64
o_002751,1,credit_card,4,111.15
o_002752,1,credit_card,1,77.07
o_002753,1,credit_card,1,86.33
o_002754,1,credit_card,1,180.46
o_002755,1,credit_card,12,193.22
o_002756,1,credit_card,1,848.19
o_002757,1,credit_card,3,209.39
o_002758,1,boleto,1,77.76
o_002759,1,credit_card,1,55.42
o_002760,1,boleto,1,59.46
o_002761,1,credit_card,3,49.67
o_002762,1,credit_card,1,200.3
o_002763,1,credit_card,1,54.98
o_002764,1,credit_card,1,220.74
o_002765,1,credit_card,3,105.86
o_002766,1,credit_card,1,258.34
o_002767,1,credit_card,1,36.07
o_002768,1,debit_card,1,27.24
o_002769,1,boleto,1,111.74
o_002770,1,credit_card,6,53.48
o_002771,1,credit_card,1,228.0
o_002772,1,credit_card,1,387.94
o_002773,1,credit_card,1,140.68
o_002774,1,credit_card,3,78.41
o_002775,1,credit_card,1,40.44
o_002776,1,credit_card,1,125.2
o_002777,1,voucher,1,353.41
o_002778,1,boleto,1,88.19
o_002779,1,boleto,1,138.57
o_002780,1,credit_card,10,536.16
o_002781,1,credit_card,6,49.67
o_002782,1,credit_card,12,228.61
o_002783,1,credit_card,1,154.39
o_002784,1,credit_card,8,125.08
o_002785,1,boleto,1,387.24
o_002786,1,boleto,1,887.13
o_002787,1,credit_card,1,199.9
o_002788,1,credit_card,1,273.05
o_002789,1,credit_card,1,276.06
o_002790,1,credit_card,3,204.04
o_002791,1,credit_card,1,398.54
o_002792,1,credit_card,2,625.71
o_002793,1,credit_card,10,52.28
o_002794,1,credit_card,4,108.33
o_002795,1,boleto,1,102.84
o_002796,1,credit_card,1,158.76
o_002797,1,debit_card,1,106.08
o_002798,1,credit_card,2,143.34
o_002799,1,credit_card,8,57.88
o_002800,1,credit_card,4,324.39
o_002801,1,voucher,1,135.96
o_002802,1,voucher,1,184.15
o_002803,1,credit_card,1,35.57
o_002804,1,debit_card,1,157.5
o_002805,1,boleto,1,35.54
o_002806,1,boleto,1,96.68
o_002807,1,boleto,1,95.56
o_002808,1,boleto,1,358.34
o_002809,1,credit_card,3,228.62
o_002810,1,boleto,1,107.14
o_002811,1,boleto,1,65.37
o_002812,1,credit_card,4,251.09
o_002813,1,credit_card,8,469.07
o_002814,1,credit_card,1,392.46
o_002815,1,credit_card,3,65.42
o_002816,1,credit_card,1,72.22
o_002817,1,credit_card,4,52.26
o_002818,1,boleto,1,367.98
o_002819,1,boleto,1,140.09
o_002820,1,credit_card,10,59.3
o_002821,1,boleto,1,84.78
o_002822,1,boleto,1,235.64
o_002823,1,credit_card,1,72.25
o_002824,1,credit_card,10,96.37
o_002825,1,credit_card,1,269.96
o_002826,1,credit_card,2,195.52
o_002827,1,voucher,1,49.52
o_002828,1,credit_card,1,52.72
o_002829,1,credit_card,1,446.11
o_002830,1,credit_card,3,334.88
o_002831,1,credit_card,2,77.28
o_002832,1,boleto,1,153.35
o_002833,1,boleto,1,53.64
o_002834,1,boleto,1,173.3
o_002835,1,boleto,1,62.0
o_002836,1,credit_card,3,163.57
o_002837,1,credit_card,6,79.16
o_002838,1,credit_card,10,223.25
o_002839,1,boleto,1,69.18
o_002840,1,credit_card,4,76.6
o_002841,1,credit_card,4,113.06
o_002842,1,credit_card,6,465.93
o_002843,1,credit_card,1,630.42
o_002844,1,boleto,1,173.32
o_002845,1,credit_card,4,126.18
o_002846,1,debit_card,1,539.77
o_002847,1,credit_card,1,180.39
o_002848,1,boleto,1,230.71
o_002849,1,credit_card,1,43.13
o_002850,1,credit_card,8,60.51
o_002851,1,credit_card,6,66.16
o_002852,1,credit_card,1,365.25
o_002853,1,credit_card,1,478.92
o_002854,1,credit_card,1,63.4
o_002855,1,boleto,1,57.76
o_002856,1,credit_card,1,270.12
o_002857,1,credit_card,1,54.19
o_002858,1,voucher,1,58.09
o_002859,1,credit_card,6,161.89
o_002860,1,credit_card,12,320.8
o_002861,1,credit_card,1,33.1
o_002862,1,credit_card,6,292.07
o_002863,1,credit_card,6,193.22
o_002864,1,credit_card,1,109.08
o_002865,1,credit_card,3,170.66
o_002866,1,credit_card,1,129.27
o_002867,1,credit_card,1,44.19
o_002868,1,credit_card,2,196.27
o_002869,1,credit_card,1,952.88
o_002870,1,credit_card,1,162.85
o_002871,1,credit_card,1,45.19
o_002872,1,boleto,1,43.32
o_002873,1,boleto,1,96.27
o_002874,1,credit_card,1,27.38
o_002875,1,credit_card,4,101.58
o_002876,1,credit_card,10,483.74
o_002877,1,credit_card,2,261.29
o_002878,1,credit_card,4,50.92
o_002879,1,credit_card,1,513.0
o_002880,1,credit_card,1,247.18
o_002881,1,credit_card,1,582.48
o_002882,1,voucher,1,105.72
o_002883,1,boleto,1,104.3
o_002884,1,credit_card,2,65.95
o_002885,1,credit_card,1,327.2
o_002886,1,credit_card,1,207.45
o_002887,1,credit_card,1,40.47
o_002888,1,boleto,1,226.16
o_002889,1,credit_card,1,49.47
o_002890,1,credit_card,1,129.06
o_002891,1,credit_card,2,215.0
o_002892,1,credit_card,2,69.15
o_002893,1,credit_card,4,129.86
o_002894,1,credit_card,6,546.55
o_002895,1,credit_card,1,691.15
o_002896,1,credit_card,1,76.29
o_002897,1,boleto,1,126.25
o_002898,1,boleto,1,375.34
o_002899,1,boleto,1,93.9
o_002900,1,credit_card,4,170.11
o_002901,1,boleto,1,58.14
o_002902,1,voucher,1,159.6
o_002903,1,credit_card,4,102.56
o_002904,1,credit_card,1,244.02
o_002905,1,boleto,1,199.78
o_002906,1,credit_card,10,164.65
o_002907,1,credit_card,1,142.58
o_002908,1,credit_card,4,57.09
o_002909,1,credit_card,6,613.11
o_002910,1,credit_card,1,482.62
o_002911,1,credit_card,1,112.08
o_002912,1,credit_card,2,31.46
o_002913,1,credit_card,6,55.16
o_002914,1,debit_card,1,62.43
o_002915,1,credit_card,4,78.48
o_002916,1,boleto,1,273.57
o_002917,1,credit_card,4,25.09
o_002918,1,voucher,1,96.74
o_002919,1,boleto,1,173.29
o_002920,1,boleto,1,363.94
o_002921,1,credit_card,6,47.39
o_002922,1,boleto,1,100.56
o_002923,1,credit_card,1,658.64
o_002924,1,credit_card,1,182.99
o_002925,1,credit_card,1,259.13
o_002926,1,credit_card,2,117.11
o_002927,1,credit_card,6,240.36
o_002928,1,boleto,1,36.21
o_002929,1,credit_card,1,46.65
o_002930,1,boleto,1,78.79
o_002931,1,credit_card,1,155.84
o_002932,1,credit_card,2,29.04
o_002933,1,boleto,1,283.42
o_002934,1,credit_card,1,45.45
o_002935,1,credit_card,12,281.1
o_002936,1,credit_card,10,119.18
o_002937,1,credit_card,1,942.59
o_002938,1,credit_card,1,182.16
o_002939,1,credit_card,1,33.37
o_002940,1,credit_card,1,95.46
o_002941,1,credit_card,1,96.66
o_002942,1,credit_card,2,102.2
o_002943,1,credit_card,10,74.77
o_002944,1,voucher,1,281.65
o_002945,1,credit_card,6,66.3
o_002946,1,credit_card,6,157.35
o_002947,1,credit_card,4,30.56
o_002948,1,credit_card,6,46.36
o_002949,1,credit_card,1,107.59
o_002950,1,voucher,1,148.81
o_002951,1,credit_card,2,162.17
o_002952,1,credit_card,1,35.43
o_002953,1,credit_card,1,140.62
o_002954,1,boleto,1,132.47
o_002955,1,credit_card,6,237.05
o_002956,1,credit_card,2,67.46
o_002957,1,credit_card,1,202.73
o_002958,1,credit_card,1,81.85
o_002959,1,credit_card,8,124.36
o_002960,1,credit_card,10,202.23
o_002961,1,boleto,1,46.12
o_002962,1,credit_card,1,244.71
o_002963,1,credit_card,10,208.4
o_002964,1,credit_card,3,44.71
o_002965,1,credit_card,6,32.13
o_002966,1,credit_card,4,106.33
o_002967,1,credit_card,10,61.08
o_002968,1,boleto,1,81.42
o_002969,1,boleto,1,99.91
o_002970,1,debit_card,1,145.77
o_002971,1,credit_card,8,216.06
o_002972,1,credit_card,6,420.63
o_002973,1,credit_card,4,71.55
o_002974,1,credit_card,4,217.73
o_002975,1,credit_card,1,146.35
o_002976,1,boleto,1,77.85
o_002977,1,credit_card,6,123.44
o_002978,1,credit_card,1,103.72
o_002979,1,credit_card,4,87.69
o_002980,1,debit_card,1,41.61
o_002981,1,boleto,1,72.74
o_002982,1,credit_card,1,78.81
o_002983,1,boleto,1,77.95
o_002984,1,boleto,1,193.71
o_002985,1,credit_card,1,151.76
o_002986,1,credit_card,4,168.16
o_002987,1,boleto,1,54.62
o_002988,1,credit_card,3,179.4
o_002989,1,credit_card,1,382.57
o_002990,1,boleto,1,89.48
o_002991,1,credit_card,3,239.73
o_002992,1,credit_card,4,43.85
o_002993,1,credit_card,8,396.32
o_002994,1,credit_card,1,201.86
o_002995,1,credit_card,1,114.29
o_002996,1,boleto,1,96.38
o_002997,1,credit_card,3,114.28
o_002998,1,credit_card,2,192.51
o_002999,1,credit_card,2,30.79
o_003000,1,credit_card,1,106.37
o_003001,1,credit_card,1,502.11
o_003002,1,credit_card,1,339.47
o_003003,1,boleto,1,311.8
o_003004,1,credit_card,12,70.03
o_003005,1,voucher,1,317.91
o_003006,1,credit_card,1,188.48
o_003007,1,credit_card,1,703.19
o_003008,1,credit_card,4,665.18
o_003009,1,credit_card,1,283.98
o_003010,1,credit_card,2,347.01
o_003011,1,credit_card,4,302.8
o_003012,1,credit_card,8,45.73
o_003013,1,credit_card,1,110.6
o_003014,1,credit_card,1,748.11
o_003015,1,boleto,1,426.22
o_003016,1,credit_card,4,31.04
o_003017,1,boleto,1,42.3
o_003018,1,credit_card,1,267.34
o_003019,1,credit_card,1,348.99
o_003020,1,credit_card,1,397.96
o_003021,1,credit_card,1,192.13
o_003022,1,boleto,1,88.71
o_003023,1,boleto,1,51.95
o_003024,1,credit_card,4,382.38
o_003025,1,credit_card,8,669.24
o_003026,1,credit_card,2,383.32
o_003027,1,credit_card,2,135.07
o_003028,1,voucher,1,112.88
o_003029,1,credit_card,1,115.3
o_003030,1,credit_card,1,226.63
o_003031,1,boleto,1,36.43
o_003032,1,credit_card,3,857.88
o_003033,1,credit_card,1,116.96
o_003034,1,debit_card,1,217.61
o_003035,1,credit_card,2,26.62
o_003036,1,credit_card,3,62.15
o_003037,1,credit_card,2,88.87
o_003038,1,credit_card,1,145.51
o_003039,1,credit_card,6,77.64
o_003040,1,debit_card,1,57.03
o_003041,1,credit_card,6,286.04
o_003042,1,credit_card,1,239.33
o_003043,1,credit_card,10,32.14
o_003044,1,credit_card,4,183.57
o_003045,1,boleto,1,191.43
o_003046,1,credit_card,3,133.64
o_003047,1,credit_card,10,359.81
o_003048,1,boleto,1,238.15
o_003049,1,boleto,1,284.87
o_003050,1,boleto,1,147.42
o_003051,1,credit_card,4,135.2
o_003052,1,credit_card,10,182.92
o_003053,1,credit_card,2,46.49
o_003054,1,credit_card,10,83.83
o_003055,1,boleto,1,350.44
o_003056,1,credit_card,1,209.62
o_003057,1,credit_card,6,209.13
o_003058,1,voucher,1,94.8
o_003059,1,credit_card,1,254.33
o_003060,1,credit_card,1,454.22
o_003061,1,credit_card,3,66.12
o_003062,1,credit_card,3,113.87
o_003063,1,credit_card,1,129.17
o_003064,1,boleto,1,164.87
o_003065,1,credit_card,10,244.83
o_003066,1,boleto,1,127.32
o_003067,1,credit_card,3,208.1
o_003068,1,credit_card,1,102.9
o_003069,1,credit_card,1,67.0
o_003070,1,credit_card,4,116.75
o_003071,1,boleto,1,285.94
o_003072,1,credit_card,1,43.02
o_003073,1,credit_card,8,252.1
o_003074,1,credit_card,10,72.24
o_003075,1,boleto,1,322.13
o_003076,1,boleto,1,1059.46
o_003077,1,credit_card,1,165.33
o_003078,1,boleto,1,57.55
o_003079,1,credit_card,6,53.92
o_003080,1,boleto,1,267.41
o_003081,1,credit_card,1,155.7
o_003082,1,boleto,1,107.2
o_003083,1,credit_card,4,85.44
o_003084,1,credit_card,2,308.66
o_003085,1,boleto,1,161.25
o_003086,1,credit_card,2,301.05
o_003087,1,voucher,1,374.82
o_003088,1,credit_card,8,141.7
o_003089,1,credit_card,1,255.05
o_003090,1,credit_card,1,304.08
o_003091,1,credit_card,1,196.49
o_003092,1,boleto,1,29.28
o_003093,1,credit_card,1,226.86
o_003094,1,boleto,1,178.09
o_003095,1,credit_card,2,124.54
o_003096,1,credit_card,2,31.32
o_003097,1,credit_card,8,559.28
o_003098,1,credit_card,10,85.2
o_003099,1,credit_card,1,117.6
o_003100,1,credit_card,10,51.01
o_003101,1,credit_card,2,97.92
o_003102,1,credit_card,1,453.95
o_003103,1,credit_card,6,128.85
o_003104,1,credit_card,1,296.6
o_003105,1,credit_card,12,137.76
o_003106,1,boleto,1,69.43
o_003107,1,credit_card,6,271.36
o_003108,1,voucher,1,154.73
o_003109,1,credit_card,3,98.47
o_003110,1,credit_card,1,145.91
o_003111,1,credit_card,1,149.52
o_003112,1,boleto,1,53.63
o_003113,1,credit_card,1,173.0
o_003114,1,credit_card,2,25.63
o_003115,1,credit_card,3,52.27
o_003116,1,boleto,1,78.17
o_003117,1,voucher,1,609.62
o_003118,1,boleto,1,190.74
o_003119,1,credit_card,1,37.21
o_003120,1,credit_card,3,525.14
o_003121,1,credit_card,6,337.05
o_003122,1,boleto,1,48.49
o_003123,1,credit_card,1,382.22
o_003124,1,credit_card,1,33.66
o_003125,1,credit_card,1,78.8
o_003126,1,credit_card,2,84.7
o_003127,1,credit_card,2,475.95
o_003128,1,boleto,1,110.97
o_003129,1,boleto,1,103.75
o_003130,1,boleto,1,116.72
o_003131,1,credit_card,6,60.92
o_003132,1,credit_card,10,123.34
o_003133,1,boleto,1,221.95
o_003134,1,credit_card,1,193.4
o_003135,1,credit_card,1,90.37
o_003136,1,credit_card,3,207.93
o_003137,1,credit_card,2,134.04
o_003138,1,credit_card,2,45.15
o_003139,1,credit_card,1,71.53
o_003140,1,debit_card,1,169.56
o_003141,1,credit_card,4,215.45
o_003142,1,boleto,1,119.97
o_003143,1,credit_card,1,153.73
o_003144,1,credit_card,1,77.01
o_003145,1,credit_card,8,244.2
o_003146,1,credit_card,3,75.69
o_003147,1,credit_card,1,41.28
o_003148,1,boleto,1,169.31
o_003149,1,credit_card,3,343.28
o_003150,1,credit_card,1,73.91
o_003151,1,credit_card,1,59.66
o_003152,1,credit_card,1,206.11
o_003153,1,credit_card,1,145.48
o_003154,1,credit_card,1,29.09
o_003155,1,boleto,1,168.79
o_003156,1,credit_card,1,103.31
o_003157,1,credit_card,2,175.72
o_003158,1,credit_card,2,70.04
o_003159,1,credit_card,1,216.51
o_003160,1,credit_card,1,86.06
o_003161,1,credit_card,1,169.97
o_003162,1,boleto,1,209.76
o_003163,1,credit_card,2,61.2
o_003164,1,credit_card,6,59.02
o_003165,1,credit_card,1,504.21
o_003166,1,credit_card,4,173.88
o_003167,1,credit_card,1,271.62
o_003168,1,credit_card,10,101.79
o_003169,1,credit_card,3,95.6
o_003170,1,credit_card,4,329.18
o_003171,1,credit_card,6,59.15
o_003172,1,boleto,1,467.98
o_003173,1,credit_card,1,151.24
o_003174,1,credit_card,1,85.5
o_003175,1,boleto,1,92.12
o_003176,1,credit_card,2,105.63
o_003177,1,boleto,1,142.61
o_003178,1,credit_card,1,41.81
o_003179,1,voucher,1,67.01
o_003180,1,boleto,1,36.6
o_003181,1,boleto,1,110.84
o_003182,1,credit_card,6,126.03
o_003183,1,voucher,1,236.36
o_003184,1,credit_card,1,42.98
o_003185,1,voucher,1,139.82
o_003186,1,credit_card,4,186.53
o_003187,1,credit_card,1,78.63
o_003188,1,boleto,1,485.97
o_003189,1,credit_card,1,455.09
o_003190,1,credit_card,1,102.2
o_003191,1,credit_card,1,167.58
o_003192,1,credit_card,1,94.83
o_003193,1,credit_card,10,447.27
o_003194,1,credit_card,2,321.09
o_003195,1,boleto,1,107.12
o_003196,1,credit_card,1,52.26
o_003197,1,boleto,1,354.49
o_003198,1,credit_card,10,236.37
o_003199,1,credit_card,1,246.49
o_003200,1,credit_card,1,144.39
o_003201,1,boleto,1,222.14
o_003202,1,credit_card,10,458.88
o_003203,1,credit_card,4,58.62
o_003204,1,credit_card,1,46.92
o_003205,1,credit_card,1,71.4
o_003206,1,boleto,1,64.91
o_003207,1,credit_card,1,91.22
o_003208,1,credit_card,2,181.65
o_003209,1,credit_card,3,267.92
o_003210,1,credit_card,2,92.75
o_003211,1,credit_card,10,256.13
o_003212,1,credit_card,2,121.69
o_003213,1,debit_card,1,144.32
o_003214,1,voucher,1,84.18
o_003215,1,boleto,1,79.5
o_003216,1,credit_card,4,317.79
o_003217,1,debit_card,1,405.09
o_003218,1,boleto,1,107.38
o_003219,1,credit_card,2,241.81
o_003220,1,credit_card,1,141.9
o_003221,1,voucher,1,124.25
o_003222,1,credit_card,2,95.03
o_003223,1,credit_card,1,61.16
o_003224,1,credit_card,1,911.9
o_003225,1,boleto,1,40.25
o_003226,1,boleto,1,37.05
o_003227,1,boleto,1,264.74
o_003228,1,boleto,1,312.39
o_003229,1,credit_card,1,82.52
o_003230,1,credit_card,3,254.88
o_003231,1,voucher,1,107.32
o_003232,1,credit_card,1,258.48
o_003233,1,voucher,1,86.0
o_003234,1,credit_card,3,179.3
o_003235,1,credit_card,1,97.36
o_003236,1,boleto,1,776.08
o_003237,1,credit_card,1,397.36
o_003238,1,credit_card,1,75.84
o_003239,1,voucher,1,224.87
o_003240,1,credit_card,4,116.97
o_003241,1,boleto,1,288.26
o_003242,1,credit_card,10,85.92
o_003243,1,boleto,1,124.31
o_003244,1,credit_card,3,277.27
o_003245,1,credit_card,3,64.48
o_003246,1,credit_card,1,72.01
o_003247,1,credit_card,4,287.2
o_003248,1,credit_card,2,199.9
o_003249,1,boleto,1,180.94
o_003250,1,credit_card,1,109.46
o_003251,1,credit_card,1,246.68
