order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
o_003214,c_006702,delivered,2018-01-10 13:04:09,2018-01-10 13:41:09,2018-01-11 22:28:37,2018-01-27 02:07:31,2018-02-01 19:15:25
o_003215,c_000938,delivered,2018-03-18 10:32:27,2018-03-18 11:41:27,2018-03-19 18:53:53,2018-04-01 04:39:32,2018-04-07 22:56:46
o_003216,c_000121,delivered,2018-03-28 11:44:51,2018-03-28 12:39:51,2018-03-29 12:22:15,2018-04-15 01:18:36,2018-04-23 13:17:16
o_003217,c_004758,delivered,2017-10-21 12:20:46,2017-10-21 12:32:46,2017-10-22 15:25:40,2017-10-28 11:14:43,2017-11-04 23:33:37
o_003218,c_007455,delivered,2018-08-15 08:47:01,2018-08-15 09:14:01,2018-08-17 22:26:46,2018-08-20 04:12:39,2018-08-26 14:28:34
o_003219,c_005193,delivered,2018-06-04 11:38:24,2018-06-04 12:16:24,2018-06-07 06:09:53,2018-06-11 03:34:17,2018-06-15 00:14:03
o_003220,c_006521,delivered,2017-04-20 14:36:07,2017-04-20 14:41:07,2017-04-22 13:58:04,2017-04-30 22:38:33,2017-05-10 18:29:42
o_003221,c_002405,delivered,2018-01-06 07:04:39,2018-01-06 07:34:39,2018-01-07 01:28:19,2018-01-17 12:53:10,2018-01-22 03:48:39
o_003222,c_003768,delivered,2017-04-07 18:30:40,2017-04-07 18:45:40,2017-04-10 15:34:57,2017-04-14 00:51:40,2017-04-20 02:06:53
o_003223,c_007845,delivered,2018-02-11 10:55:21,2018-02-11 10:59:21,2018-02-12 04:43:37,2018-02-15 18:00:21,2018-02-20 21:29:50
o_003224,c_001100,delivered,2018-04-26 10:01:14,2018-04-26 10:36:14,2018-04-29 05:24:40,2018-04-30 06:56:48,2018-05-09 03:45:09
o_003225,c_002830,delivered,2018-01-26 07:01:53,2018-01-26 07:29:53,2018-01-27 00:21:11,2018-01-30 11:44:50,2018-02-03 14:18:16
o_003226,c_006043,delivered,2017-12-01 07:51:22,2017-12-01 09:12:22,2017-12-02 17:41:12,2017-12-05 07:23:10,2017-12-09 12:09:48
o_003227,c_001548,delivered,2017-09-02 16:34:35,2017-09-02 17:12:35,2017-09-05 15:21:42,2017-09-08 19:42:21,2017-09-15 00:47:07
o_003228,c_005410,delivered,2017-11-28 22:27:45,2017-11-28 22:28:45,2017-12-01 15:18:34,2017-12-05 21:07:30,2017-12-14 10:52:51
o_003229,c_006273,delivered,2017-03-23 15:43:10,2017-03-23 15:56:10,2017-03-26 02:44:17,2017-04-02 18:43:44,2017-04-10 07:51:46
o_003230,c_003132,delivered,2018-03-23 14:04:27,2018-03-23 14:17:27,2018-03-25 22:32:59,2018-04-05 11:22:06,2018-04-13 14:47:54
o_003231,c_006568,delivered,2017-09-24 14:51:02,2017-09-24 15:17:02,2017-09-26 00:17:23,2017-10-01 18:16:47,2017-10-08 09:25:14
o_003232,c_006751,delivered,2017-09-21 21:54:31,2017-09-21 21:56:31,2017-09-23 15:37:22,2017-10-18 14:58:19,2017-10-27 15:26:59
o_003233,c_000477,delivered,2018-01-02 21:58:32,2018-01-02 22:14:32,2018-01-04 01:25:26,2018-01-11 06:00:48,2018-01-18 04:21:43
o_003234,c_006741,delivered,2017-06-18 10:20:32,2017-06-18 11:32:32,2017-06-19 18:57:55,2017-06-25 09:57:32,2017-07-02 03:45:03
o_003235,c_005635,delivered,2018-01-12 10:59:20,2018-01-12 11:41:20,2018-01-13 16:15:48,2018-01-22 02:15:53,2018-01-30 08:32:28
o_003236,c_005044,delivered,2017-02-06 08:28:25,2017-02-06 08:44:25,2017-02-08 16:11:04,2017-02-10 20:42:05,2017-02-14 17:34:42
o_003237,c_002669,delivered,2017-06-18 17:57:30,2017-06-18 18:18:30,2017-06-20 04:57:14,2017-07-07 05:38:23,2017-07-12 23:21:28
o_003238,c_002519,delivered,2018-05-20 11:29:06,2018-05-20 11:53:06,2018-05-21 02:57:37,2018-05-31 22:14:24,2018-06-06 12:46:11
o_003239,c_001037,delivered,2017-09-06 13:07:09,2017-09-06 13:17:09,2017-09-08 22:49:10,2017-09-20 05:11:20,2017-09-25 11:15:01
o_003240,c_004752,delivered,2018-03-22 13:48:47,2018-03-22 14:48:47,2018-03-23 12:37:57,2018-04-07 04:20:09,2018-04-15 11:03:41
o_003241,c_007309,delivered,2018-04-03 14:18:40,2018-04-03 15:55:40,2018-04-04 16:17:22,2018-04-20 20:43:08,2018-04-28 10:36:09
o_003242,c_000743,delivered,2018-04-17 11:02:51,2018-04-17 11:48:51,2018-04-19 15:32:56,2018-05-13 13:32:12,2018-05-22 13:39:54
o_003243,c_007654,delivered,2018-04-09 08:38:26,2018-04-09 08:54:26,2018-04-12 02:37:38,2018-04-20 03:31:54,2018-04-23 06:45:54
o_003244,c_005160,delivered,2017-04-23 02:23:59,2017-04-23 03:33:59,2017-04-25 07:24:52,2017-05-02 10:05:42,2017-05-06 15:38:41
o_003245,c_000829,delivered,2018-04-09 15:10:47,2018-04-09 15:39:47,2018-04-10 09:14:28,2018-04-21 04:45:37,2018-04-27 19:33:00
o_003246,c_004915,delivered,2018-03-26 11:48:05,2018-03-26 11:55:05,2018-03-29 09:52:12,2018-04-04 02:40:35,2018-04-10 01:10:54
o_003247,c_004378,delivered,2018-07-16 17:56:21,2018-07-16 18:32:21,2018-07-18 03:50:25,2018-07-21 20:27:51,2018-07-30 01:48:43
o_003248,c_006484,delivered,2017-09-18 16:45:35,2017-09-18 17:22:35,2017-09-21 14:29:33,2017-10-18 03:16:07,2017-10-24 06:21:57
o_003249,c_000039,delivered,2017-11-22 11:45:39,2017-11-22 11:53:39,2017-11-25 00:54:50,2017-11-28 23:14:25,2017-12-02 06:01:48
o_003250,c_000034,delivered,2017-07-22 13:18:21,2017-07-22 14:30:21,2017-07-23 15:09:14,2017-08-01 23:47:03,2017-08-11 06:11:33
o_003251,c_007641,shipped,2018-07-25 06:49:58,2018-07-25 07:12:58,2018-07-27 21:00:27,,2018-08-05 17:50:18
o_003252,c_000094,delivered,2018-05-04 14:06:39,2018-05-04 14:46:39,2018-05-06 01:57:04,2018-05-15 04:42:19,2018-05-18 08:21:47
o_003253,c_003770,delivered,2017-01-06 08:43:47,2017-01-06 09:23:47,2017-01-07 12:27:49,2017-01-09 23:51:48,2017-01-15 01:08:18
o_003254,c_004064,delivered,2018-03-18 21:44:59,2018-03-18 22:00:59,2018-03-19 17:13:19,2018-03-29 22:22:44,2018-04-07 09:24:53
o_003255,c_005808,delivered,2018-03-15 06:36:50,2018-03-15 06:58:50,2018-03-17 21:54:57,2018-04-01 16:59:10,2018-04-05 08:17:19
o_003256,c_007870,delivered,2018-01-14 11:58:38,2018-01-14 12:02:38,2018-01-15 01:10:45,2018-01-17 21:27:02,2018-01-24 22:11:54
o_003257,c_004106,delivered,2018-01-09 13:38:32,2018-01-09 13:41:32,2018-01-11 06:06:06,2018-01-18 14:49:39,2018-01-27 03:06:35
o_003258,c_002810,delivered,2017-03-08 07:42:23,2017-03-08 08:00:23,2017-03-09 15:09:59,2017-03-11 07:56:50,2017-03-20 03:43:49
o_003259,c_000249,delivered,2017-02-02 19:59:14,2017-02-02 20:06:14,2017-02-05 04:03:47,2017-02-06 04:35:06,2017-02-11 00:42:18
o_003260,c_006735,delivered,2017-09-22 16:30:40,2017-09-22 16:47:40,2017-09-23 13:58:55,2017-09-25 21:19:32,2017-10-02 04:22:31
o_003261,c_007557,delivered,2018-07-03 07:01:44,2018-07-03 07:11:44,2018-07-04 11:15:59,2018-07-08 19:31:48,2018-07-11 23:10:11
o_003262,c_000865,delivered,2018-05-02 19:50:40,2018-05-02 20:01:40,2018-05-04 12:37:59,2018-05-09 07:06:13,2018-05-14 08:20:44
o_003263,c_000380,delivered,2018-07-07 23:00:08,2018-07-07 23:14:08,2018-07-10 09:29:07,2018-07-21 19:16:51,2018-07-28 14:14:04
o_003264,c_003880,delivered,2018-04-05 19:03:20,2018-04-05 19:07:20,2018-04-06 17:19:32,2018-04-10 19:06:53,2018-04-14 11:42:59
o_003265,c_003743,delivered,2018-05-12 21:45:09,2018-05-12 22:14:09,2018-05-14 23:44:49,2018-05-16 13:02:41,2018-05-25 12:29:10
o_003266,c_005140,delivered,2017-05-27 18:16:09,2017-05-27 18:30:09,2017-05-29 12:08:48,2017-06-07 13:41:30,2017-06-15 21:49:35
o_003267,c_004956,delivered,2018-08-19 18:22:55,2018-08-19 18:33:55,2018-08-21 22:14:32,2018-08-24 14:00:15,2018-09-01 09:49:55
o_003268,c_005962,delivered,2018-06-22 14:24:02,2018-06-22 14:57:02,2018-06-25 01:30:33,2018-07-04 00:39:49,2018-07-10 05:18:08
o_003269,c_006968,delivered,2017-06-15 23:48:42,2017-06-15 23:58:42,2017-06-16 20:50:28,2017-06-19 20:35:05,2017-06-28 18:28:23
o_003270,c_005367,delivered,2017-11-12 12:22:04,2017-11-12 12:36:04,2017-11-15 04:12:17,2017-11-16 02:01:25,2017-11-23 05:51:16
o_003271,c_005111,delivered,2018-07-03 14:29:55,2018-07-03 14:33:55,2018-07-04 09:43:53,2018-07-13 20:54:23,2018-07-23 11:09:20
o_003272,c_002948,shipped,2018-03-23 11:10:23,2018-03-23 11:12:23,2018-03-25 15:26:54,,2018-04-04 01:15:40
o_003273,c_006555,delivered,2018-08-07 09:32:45,2018-08-07 09:37:45,2018-08-09 21:27:29,2018-09-04 14:51:04,2018-09-11 07:56:46
o_003274,c_006622,delivered,2018-06-07 12:25:54,2018-06-07 12:28:54,2018-06-10 10:05:01,2018-06-10 20:54:38,2018-06-17 05:06:13
o_003275,c_004721,delivered,2018-03-15 16:18:41,2018-03-15 16:42:41,2018-03-17 15:19:08,2018-03-19 11:37:46,2018-03-29 08:59:59
o_003276,c_004554,delivered,2018-02-04 22:21:24,2018-02-04 23:19:24,2018-02-07 19:45:00,2018-02-12 14:47:19,2018-02-20 17:30:54
o_003277,c_000250,delivered,2017-04-12 19:49:37,2017-04-12 20:29:37,2017-04-14 12:53:13,2017-04-16 09:58:44,2017-04-25 16:16:43
o_003278,c_006476,delivered,2017-03-20 15:14:04,2017-03-20 15:19:04,2017-03-22 11:12:10,2017-04-02 05:48:06,2017-04-10 05:10:35
o_003279,c_006506,delivered,2018-02-08 14:10:17,2018-02-08 14:16:17,2018-02-09 16:41:53,2018-02-24 05:26:37,2018-03-03 22:52:15
o_003280,c_001861,delivered,2017-01-04 19:48:04,2017-01-04 20:07:04,2017-01-06 11:49:58,2017-01-11 13:43:14,2017-01-18 22:03:30
o_003281,c_002970,delivered,2018-07-05 16:55:06,2018-07-05 17:13:06,2018-07-06 09:13:26,2018-07-29 21:58:25,2018-08-07 19:01:34
o_003282,c_007005,delivered,2018-01-07 14:07:13,2018-01-07 14:34:13,2018-01-09 18:31:07,2018-01-19 03:49:00,2018-01-22 15:22:25
o_003283,c_003764,delivered,2018-01-28 10:10:10,2018-01-28 11:06:10,2018-01-30 06:50:52,2018-02-09 00:00:24,2018-02-17 17:18:14
o_003284,c_004655,delivered,2018-03-04 13:44:18,2018-03-04 14:43:18,2018-03-06 03:09:51,2018-03-15 00:46:34,2018-03-23 18:00:40
o_003285,c_001490,delivered,2017-12-21 12:52:00,2017-12-21 13:03:00,2017-12-23 04:02:33,2017-12-28 23:12:38,2018-01-02 09:20:27
o_003286,c_006605,delivered,2018-06-09 12:28:30,2018-06-09 13:14:30,2018-06-11 13:46:33,2018-06-20 17:45:02,2018-06-25 22:24:11
o_003287,c_000057,delivered,2018-03-08 19:01:47,2018-03-08 19:02:47,2018-03-11 09:49:49,2018-03-15 22:33:36,2018-03-19 17:48:58
o_003288,c_005256,delivered,2018-08-24 13:02:08,2018-08-24 13:42:08,2018-08-25 13:37:17,2018-08-31 22:39:20,2018-09-06 03:40:31
o_003289,c_007478,delivered,2018-04-02 13:33:22,2018-04-02 14:14:22,2018-04-03 17:44:50,2018-04-14 14:32:30,2018-04-23 22:49:23
o_003290,c_002348,delivered,2017-12-27 18:25:48,2017-12-27 18:32:48,2017-12-28 14:51:10,2018-01-03 03:57:22,2018-01-07 21:20:35
o_003291,c_003227,delivered,2017-11-26 15:10:55,2017-11-26 15:23:55,2017-11-29 13:05:00,2017-12-01 06:05:34,2017-12-05 07:19:35
o_003292,c_004251,delivered,2017-04-18 20:55:38,2017-04-18 21:15:38,2017-04-21 17:10:28,2017-04-30 06:34:03,2017-05-04 13:21:52
o_003293,c_006317,delivered,2017-03-28 07:29:48,2017-03-28 08:10:48,2017-03-29 05:24:53,2017-04-05 02:26:12,2017-04-08 15:12:40
o_003294,c_007064,delivered,2017-04-04 19:38:36,2017-04-04 19:55:36,2017-04-06 12:41:05,2017-04-11 00:21:30,2017-04-20 18:41:06
o_003295,c_006425,delivered,2018-08-26 20:49:12,2018-08-26 21:35:12,2018-08-28 22:54:57,2018-09-01 23:08:14,2018-09-07 02:03:49
o_003296,c_002810,delivered,2018-06-21 09:39:46,2018-06-21 09:49:46,2018-06-24 06:45:12,2018-06-24 14:23:33,2018-06-28 09:39:43
o_003297,c_007485,delivered,2018-05-11 16:48:40,2018-05-11 17:16:40,2018-05-13 23:50:05,2018-05-17 21:48:17,2018-05-24 14:22:30
o_003298,c_007363,delivered,2017-08-09 20:24:51,2017-08-09 21:13:51,2017-08-11 15:01:22,2017-08-20 16:43:50,2017-08-25 01:04:07
o_003299,c_000194,delivered,2018-03-24 08:03:34,2018-03-24 08:05:34,2018-03-27 00:13:42,2018-03-31 06:56:51,2018-04-05 10:24:34
o_003300,c_007585,delivered,2017-10-26 10:29:11,2017-10-26 11:33:11,2017-10-29 00:45:24,2017-10-30 23:24:18,2017-11-07 13:35:23
o_003301,c_003024,delivered,2017-05-24 10:40:03,2017-05-24 11:03:03,2017-05-25 23:14:56,2017-06-03 11:25:59,2017-06-06 13:06:32
o_003302,c_005861,delivered,2018-02-26 12:25:10,2018-02-26 13:52:10,2018-02-27 14:11:44,2018-03-07 18:48:05,2018-03-12 22:12:58
o_003303,c_000929,delivered,2017-02-21 14:25:43,2017-02-21 14:28:43,2017-02-23 21:57:10,2017-02-27 04:22:44,2017-03-04 08:14:40
o_003304,c_004651,delivered,2017-09-02 17:14:39,2017-09-02 17:35:39,2017-09-04 05:30:04,2017-09-16 23:37:03,2017-09-26 15:50:07
o_003305,c_003403,delivered,2018-06-18 19:00:10,2018-06-18 20:17:10,2018-06-19 14:34:57,2018-06-22 19:46:02,2018-07-02 16:16:10
o_003306,c_001752,delivered,2018-04-06 16:39:23,2018-04-06 16:52:23,2018-04-08 04:56:22,2018-04-14 11:43:44,2018-04-19 01:33:27
o_003307,c_003348,delivered,2017-01-12 18:25:16,2017-01-12 18:26:16,2017-01-14 12:31:01,2017-01-27 00:12:04,2017-02-04 08:08:38
o_003308,c_001425,delivered,2018-04-05 12:15:57,2018-04-05 12:36:57,2018-04-08 07:44:00,2018-04-12 18:35:05,2018-04-19 12:23:33
o_003309,c_004131,delivered,2018-04-24 12:19:19,2018-04-24 12:24:19,2018-04-26 04:57:43,2018-05-09 10:51:14,2018-05-19 07:15:41
o_003310,c_002629,delivered,2018-03-24 12:24:27,2018-03-24 12:40:27,2018-03-25 21:25:03,2018-04-03 14:59:49,2018-04-06 16:17:35
o_003311,c_000467,delivered,2018-05-14 12:46:24,2018-05-14 12:48:24,2018-05-15 10:09:17,2018-06-01 09:00:21,2018-06-09 09:30:10
o_003312,c_004788,canceled,2018-07-14 17:41:40,2018-07-14 18:39:40,,,2018-07-28 03:16:27
o_003313,c_004862,delivered,2018-08-23 13:01:24,2018-08-23 14:10:24,2018-08-25 08:35:18,2018-09-01 02:05:06,2018-09-11 01:46:02
o_003314,c_006291,delivered,2017-02-27 16:34:33,2017-02-27 16:49:33,2017-03-01 23:16:55,2017-03-06 05:02:09,2017-03-13 05:30:32
o_003315,c_003551,delivered,2017-01-16 19:12:11,2017-01-16 19:20:11,2017-01-18 17:19:14,2017-02-12 22:58:30,2017-02-17 14:01:43
o_003316,c_005342,shipped,2017-12-17 12:21:30,2017-12-17 12:51:30,2017-12-18 23:13:21,,2018-01-02 05:59:45
o_003317,c_001491,delivered,2018-03-08 20:10:52,2018-03-08 20:19:52,2018-03-11 14:43:32,2018-03-19 03:35:22,2018-03-22 04:48:41
o_003318,c_003698,delivered,2018-08-19 07:18:18,2018-08-19 07:37:18,2018-08-20 23:27:21,2018-08-26 17:00:37,2018-09-02 21:23:02
o_003319,c_000126,delivered,2017-11-17 10:19:43,2017-11-17 10:36:43,2017-11-18 20:20:41,2017-11-24 14:07:41,2017-12-01 03:56:00
o_003320,c_004088,delivered,2018-08-26 21:54:29,2018-08-26 22:44:29,2018-08-28 13:38:34,2018-09-07 19:58:00,2018-09-12 07:13:46
o_003321,c_005725,delivered,2017-07-06 15:59:37,2017-07-06 16:13:37,2017-07-07 23:02:49,2017-07-20 20:24:17,2017-07-27 17:53:02
o_003322,c_005378,delivered,2018-06-27 08:31:28,2018-06-27 08:45:28,2018-06-29 14:59:11,2018-07-05 16:18:35,2018-07-11 18:55:07
o_003323,c_002771,delivered,2018-07-10 18:36:31,2018-07-10 18:42:31,2018-07-13 10:36:58,2018-07-23 11:34:52,2018-07-31 07:06:27
o_003324,c_004615,delivered,2018-01-15 18:40:18,2018-01-15 19:11:18,2018-01-16 23:18:44,2018-01-26 06:23:27,2018-01-30 00:00:22
o_003325,c_004351,delivered,2018-04-12 13:50:42,2018-04-12 14:15:42,2018-04-14 15:50:10,2018-04-23 16:22:24,2018-04-28 22:03:18
o_003326,c_000815,delivered,2018-06-06 21:47:11,2018-06-06 22:40:11,2018-06-09 20:48:21,2018-06-14 14:39:13,2018-06-20 23:49:01
o_003327,c_004502,delivered,2018-05-20 11:03:42,2018-05-20 11:08:42,2018-05-22 15:07:06,2018-06-03 14:17:01,2018-06-10 04:36:39
o_003328,c_007797,delivered,2018-05-03 11:44:14,2018-05-03 11:46:14,2018-05-06 09:35:40,2018-05-21 00:09:42,2018-05-24 03:13:26
o_003329,c_001536,delivered,2018-05-09 12:15:44,2018-05-09 12:17:44,2018-05-11 23:51:03,2018-05-12 18:10:22,2018-05-19 14:27:26
o_003330,c_000001,delivered,2018-07-25 14:02:20,2018-07-25 14:05:20,2018-07-27 13:42:04,2018-08-06 05:38:25,2018-08-09 21:59:37
o_003331,c_003657,delivered,2018-02-17 14:49:12,2018-02-17 14:58:12,2018-02-18 19:14:13,2018-02-23 08:06:54,2018-03-04 19:59:33
o_003332,c_004388,delivered,2017-04-22 16:13:31,2017-04-22 18:43:31,2017-04-23 09:42:44,2017-05-10 04:44:22,2017-05-13 07:44:14
o_003333,c_002809,delivered,2018-07-17 19:23:02,2018-07-17 21:15:02,2018-07-18 23:21:03,2018-07-23 20:24:23,2018-08-02 01:05:51
o_003334,c_003165,delivered,2018-03-08 05:58:29,2018-03-08 06:38:29,2018-03-11 02:20:52,2018-03-20 08:59:01,2018-03-27 21:23:40
o_003335,c_002098,delivered,2017-05-11 07:20:14,2017-05-11 09:09:14,2017-05-14 01:13:33,2017-05-17 15:50:32,2017-05-23 00:48:09
o_003336,c_003243,delivered,2017-07-24 17:15:32,2017-07-24 18:13:32,2017-07-25 22:02:18,2017-08-03 18:48:17,2017-08-08 02:12:49
o_003337,c_007319,delivered,2018-01-14 14:15:39,2018-01-14 14:16:39,2018-01-15 04:48:01,2018-01-23 00:05:37,2018-01-30 12:56:13
o_003338,c_004255,delivered,2018-06-26 12:26:47,2018-06-26 12:48:47,2018-06-28 02:35:55,2018-07-06 16:03:55,2018-07-11 12:10:50
o_003339,c_002231,delivered,2017-01-14 15:26:53,2017-01-14 15:43:53,2017-01-15 19:17:43,2017-01-26 11:29:46,2017-01-29 14:23:48
o_003340,c_001841,delivered,2018-04-08 18:03:25,2018-04-08 19:06:25,2018-04-10 03:59:50,2018-04-18 23:02:17,2018-04-22 09:57:06
o_003341,c_001215,delivered,2018-07-02 10:39:40,2018-07-02 11:50:40,2018-07-03 08:04:17,2018-07-09 08:20:02,2018-07-15 15:50:21
o_003342,c_005277,delivered,2017-01-09 05:28:35,2017-01-09 05:47:35,2017-01-09 22:11:45,2017-01-16 10:16:52,2017-01-20 00:41:06
o_003343,c_004261,delivered,2017-07-02 04:10:29,2017-07-02 06:17:29,2017-07-03 17:46:32,2017-07-09 06:36:34,2017-07-13 10:59:19
o_003344,c_007286,delivered,2017-03-10 10:44:31,2017-03-10 11:02:31,2017-03-12 05:20:15,2017-03-22 06:13:41,2017-03-31 11:05:57
o_003345,c_001661,delivered,2018-01-01 19:47:21,2018-01-01 21:16:21,2018-01-02 13:58:35,2018-01-04 22:55:53,2018-01-11 16:24:53
o_003346,c_004941,delivered,2018-06-22 10:26:05,2018-06-22 10:33:05,2018-06-23 03:15:08,2018-07-09 04:46:20,2018-07-19 02:28:24
o_003347,c_007862,delivered,2018-02-22 11:15:46,2018-02-22 13:05:46,2018-02-25 01:13:24,2018-02-26 17:29:06,2018-03-02 11:55:42
o_003348,c_000898,delivered,2017-05-23 12:50:00,2017-05-23 13:22:00,2017-05-26 01:36:23,2017-05-30 03:02:15,2017-06-05 15:54:14
o_003349,c_005528,delivered,2018-07-13 04:21:15,2018-07-13 05:03:15,2018-07-13 16:51:56,2018-07-19 16:51:55,2018-07-26 12:16:51
o_003350,c_002092,delivered,2017-07-25 12:20:18,2017-07-25 12:37:18,2017-07-27 07:47:18,2017-08-08 06:16:53,2017-08-14 07:15:25
o_003351,c_003261,delivered,2017-02-19 07:33:17,2017-02-19 08:05:17,2017-02-21 13:24:22,2017-03-17 17:40:20,2017-03-26 13:38:28
o_003352,c_002182,delivered,2017-03-19 13:20:18,2017-03-19 13:22:18,2017-03-20 23:13:26,2017-03-25 13:53:03,2017-04-01 17:52:44
o_003353,c_003920,delivered,2017-03-08 08:02:04,2017-03-08 08:54:04,2017-03-10 01:12:30,2017-03-14 21:01:04,2017-03-23 01:39:11
o_003354,c_002024,delivered,2018-07-19 21:33:19,2018-07-19 22:38:19,2018-07-21 04:51:56,2018-08-13 23:58:23,2018-08-17 10:50:03
o_003355,c_005274,delivered,2018-03-10 13:51:03,2018-03-10 15:14:03,2018-03-12 10:26:06,2018-03-21 02:28:55,2018-03-30 04:31:20
o_003356,c_001765,delivered,2018-06-12 20:28:26,2018-06-12 20:30:26,2018-06-15 02:35:00,2018-06-27 21:24:14,2018-07-05 02:13:36
o_003357,c_007397,delivered,2018-06-07 20:27:42,2018-06-07 21:11:42,2018-06-09 03:23:47,2018-06-11 23:07:32,2018-06-19 21:56:50
o_003358,c_002070,delivered,2017-03-12 21:43:53,2017-03-12 22:03:53,2017-03-14 04:46:57,2017-03-20 00:32:55,2017-03-29 16:53:01
o_003359,c_003231,delivered,2017-06-25 10:05:44,2017-06-25 10:20:44,2017-06-26 07:51:46,2017-07-01 21:54:00,2017-07-11 05:43:16
o_003360,c_004609,delivered,2018-02-26 10:31:47,2018-02-26 10:32:47,2018-02-27 05:59:27,2018-03-06 17:37:59,2018-03-13 05:30:42
o_003361,c_005322,delivered,2017-02-09 21:45:13,2017-02-09 22:05:13,2017-02-12 19:16:53,2017-02-16 08:50:52,2017-02-24 23:50:15
o_003362,c_002721,delivered,2017-05-06 13:47:21,2017-05-06 14:18:21,2017-05-09 11:57:05,2017-05-11 20:56:09,2017-05-15 13:04:09
o_003363,c_005043,delivered,2017-09-05 17:14:48,2017-09-05 17:23:48,2017-09-08 11:33:33,2017-09-09 03:04:45,2017-09-13 17:22:50
o_003364,c_003260,delivered,2017-09-04 09:50:45,2017-09-04 10:53:45,2017-09-05 10:58:31,2017-09-11 07:01:17,2017-09-14 21:31:07
o_003365,c_002043,delivered,2018-05-02 17:09:26,2018-05-02 17:15:26,2018-05-03 07:44:53,2018-05-08 03:18:26,2018-05-13 20:56:10
o_003366,c_001134,delivered,2018-03-04 07:11:24,2018-03-04 07:46:24,2018-03-06 06:54:37,2018-03-11 23:17:23,2018-03-15 13:10:22
o_003367,c_003453,delivered,2017-01-16 16:08:58,2017-01-16 16:19:58,2017-01-17 18:58:22,2017-02-01 04:43:36,2017-02-07 06:57:43
o_003368,c_006945,delivered,2018-05-14 21:21:20,2018-05-14 22:04:20,2018-05-17 09:44:17,2018-05-26 19:14:12,2018-06-02 01:51:31
o_003369,c_001798,delivered,2018-01-03 21:46:39,2018-01-03 22:07:39,2018-01-04 11:10:22,2018-01-15 14:13:47,2018-01-19 19:35:54
o_003370,c_000265,delivered,2017-06-03 21:05:13,2017-06-03 22:34:13,2017-06-06 07:36:51,2017-06-07 07:33:49,2017-06-14 05:22:08
o_003371,c_000472,delivered,2017-02-26 20:35:28,2017-02-26 21:26:28,2017-02-28 02:43:26,2017-03-12 11:13:54,2017-03-19 11:36:43
o_003372,c_004737,delivered,2017-04-09 15:37:10,2017-04-09 16:05:10,2017-04-11 00:16:31,2017-04-18 19:49:15,2017-04-22 16:47:32
o_003373,c_007920,delivered,2018-06-09 08:58:18,2018-06-09 09:24:18,2018-06-11 07:15:59,2018-06-13 03:55:37,2018-06-19 01:35:46
o_003374,c_001949,delivered,2017-01-13 12:00:14,2017-01-13 12:02:14,2017-01-15 11:57:58,2017-01-17 15:48:36,2017-01-27 02:24:18
o_003375,c_001104,delivered,2018-03-05 12:48:39,2018-03-05 13:34:39,2018-03-07 11:44:25,2018-03-11 23:03:08,2018-03-21 06:32:54
o_003376,c_005276,delivered,2017-08-22 19:46:54,2017-08-22 19:50:54,2017-08-25 15:48:22,2017-09-02 22:24:25,2017-09-08 03:33:37
o_003377,c_006353,delivered,2018-02-03 07:35:46,2018-02-03 08:56:46,2018-02-05 09:13:38,2018-02-20 07:35:12,2018-03-01 21:47:45
o_003378,c_007405,delivered,2018-01-25 18:16:48,2018-01-25 18:35:48,2018-01-27 05:33:39,2018-01-30 03:18:00,2018-02-05 16:24:28
o_003379,c_000315,delivered,2017-01-26 09:33:22,2017-01-26 09:40:22,2017-01-27 19:03:21,2017-02-12 05:24:18,2017-02-17 20:35:27
o_003380,c_002064,delivered,2018-04-23 18:49:40,2018-04-23 19:34:40,2018-04-26 15:25:02,2018-05-04 10:23:48,2018-05-08 07:31:33
o_003381,c_000183,delivered,2017-10-14 14:48:26,2017-10-14 15:15:26,2017-10-15 14:34:05,2017-10-24 10:28:29,2017-10-29 02:07:39
o_003382,c_006638,delivered,2018-01-24 20:38:14,2018-01-24 21:14:14,2018-01-27 07:50:45,2018-02-10 06:20:40,2018-02-18 16:30:13
o_003383,c_002645,delivered,2018-04-05 09:11:16,2018-04-05 11:27:16,2018-04-07 19:31:00,2018-04-08 21:41:01,2018-04-16 18:52:30
o_003384,c_005042,delivered,2018-01-21 11:23:06,2018-01-21 11:39:06,2018-01-23 15:58:54,2018-01-28 11:33:43,2018-02-07 11:27:57
o_003385,c_003992,delivered,2018-01-07 19:48:24,2018-01-07 20:15:24,2018-01-09 09:19:05,2018-01-22 16:08:36,2018-01-30 07:41:51
o_003386,c_007635,delivered,2018-02-11 12:14:39,2018-02-11 12:32:39,2018-02-12 15:34:47,2018-02-18 08:52:42,2018-02-26 12:45:26
o_003387,c_004879,delivered,2018-05-08 06:35:38,2018-05-08 07:11:38,2018-05-08 19:47:59,2018-05-15 10:07:09,2018-05-21 03:24:22
o_003388,c_000152,delivered,2018-06-05 12:17:10,2018-06-05 12:39:10,2018-06-08 06:10:23,2018-06-12 04:51:08,2018-06-17 01:37:55
o_003389,c_001294,delivered,2018-08-20 23:26:28,2018-08-20 23:27:28,2018-08-21 11:48:55,2018-08-29 12:39:37,2018-09-06 14:57:13
o_003390,c_001636,delivered,2018-03-19 05:41:38,2018-03-19 05:57:38,2018-03-20 04:30:32,2018-03-26 19:19:54,2018-04-01 22:10:19
