order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
o_002937,3,p_7494,s_686,2017-07-09 15:31:06,492.78,24.8
o_002938,1,p_8495,s_195,2018-05-15 13:19:55,176.09,6.07
o_002939,1,p_4544,s_118,2017-11-18 14:33:11,22.1,11.27
o_002940,1,p_9914,s_612,2018-05-31 13:38:01,70.82,24.64
o_002941,1,p_1315,s_473,2017-01-21 15:10:18,81.31,15.35
o_002942,1,p_4951,s_726,2017-06-12 22:16:14,72.72,29.48
o_002943,1,p_7895,s_365,2017-09-02 19:47:54,55.26,19.51
o_002944,1,p_2611,s_291,2018-03-21 22:25:40,268.42,13.23
o_002945,1,p_4438,s_646,2018-06-18 11:13:00,56.16,10.14
o_002946,1,p_3210,s_581,2017-06-16 17:53:13,146.09,11.26
o_002947,1,p_9157,s_539,2018-07-24 14:21:05,19.77,10.79
o_002948,1,p_2906,s_537,2017-10-27 19:30:09,38.7,7.66
o_002949,1,p_9780,s_505,2017-01-27 11:20:53,95.68,11.91
o_002950,1,p_7579,s_578,2017-07-20 19:22:32,136.1,12.71
o_002951,1,p_5791,s_743,2017-02-23 08:06:08,132.5,29.67
o_002952,1,p_3647,s_695,2018-06-08 12:01:56,23.07,12.36
o_002953,1,p_5926,s_962,2017-09-17 16:30:36,122.13,18.49
o_002954,1,p_4279,s_388,2018-07-14 12:30:33,105.86,26.61
o_002955,1,p_4938,s_371,2018-04-11 10:31:21,210.08,26.97
o_002956,1,p_8234,s_963,2017-11-11 18:50:38,55.86,11.6
o_002957,1,p_5919,s_911,2017-10-22 18:21:57,189.51,13.22
o_002958,1,p_9334,s_624,2017-01-17 17:48:15,56.85,25.0
o_002959,1,p_7288,s_289,2017-03-25 08:35:35,110.9,13.46
o_002960,1,p_1519,s_683,2018-07-14 01:50:53,183.51,18.72
o_002961,1,p_9978,s_932,2018-09-02 23:49:57,33.73,12.39
o_002962,1,p_8605,s_507,2017-02-26 16:00:54,215.37,29.34
o_002963,1,p_9886,s_825,2018-01-26 21:54:56,195.93,12.47
o_002964,1,p_1322,s_192,2017-05-19 21:55:40,18.88,25.83
o_002965,1,p_6167,s_127,2017-12-26 21:44:21,21.86,10.27
o_002966,1,p_3251,s_842,2018-04-22 04:16:57,98.48,7.85
o_002967,1,p_2079,s_707,2018-05-22 19:22:54,51.32,9.76
o_002968,1,p_9268,s_415,2018-03-30 03:22:58,70.11,11.31
o_002969,1,p_5660,s_207,2018-06-26 18:09:41,35.07,64.84
o_002970,1,p_9983,s_749,2017-06-08 10:57:43,128.2,17.57
o_002971,1,p_3577,s_489,2018-04-08 22:21:13,51.34,27.35
o_002971,2,p_5293,s_533,2018-04-08 22:21:13,110.63,26.74
o_002972,1,p_1635,s_421,2018-06-15 19:21:15,407.78,12.85
o_002973,1,p_7583,s_136,2018-08-21 20:42:42,48.61,22.94
o_002974,1,p_8251,s_941,2017-04-06 11:09:18,72.32,25.1
o_002974,2,p_1045,s_226,2017-04-06 11:09:18,37.97,24.77
o_002974,3,p_2491,s_211,2017-04-06 11:09:18,31.22,26.35
o_002975,1,p_9559,s_940,2018-04-15 11:39:10,140.45,5.9
o_002976,1,p_7873,s_919,2017-01-11 18:44:54,49.64,28.21
o_002977,1,p_9972,s_275,2017-10-06 14:08:42,101.26,22.18
o_002978,1,p_5886,s_122,2017-01-28 20:50:04,86.36,17.36
o_002979,1,p_8965,s_198,2018-07-03 12:39:45,71.89,15.8
o_002980,1,p_2911,s_797,2018-02-15 09:53:37,28.12,13.49
o_002981,1,p_9988,s_667,2018-08-14 07:26:43,63.1,9.64
o_002982,1,p_7448,s_688,2017-09-25 11:28:54,48.86,29.95
o_002983,1,p_1815,s_831,2018-04-30 13:57:27,54.04,23.91
o_002984,1,p_5502,s_878,2018-03-07 20:56:55,178.13,15.58
o_002985,1,p_5360,s_955,2017-01-31 17:15:24,123.55,28.21
o_002986,1,p_1599,s_902,2017-04-29 10:56:16,101.26,66.9
o_002987,1,p_9693,s_897,2018-01-18 16:46:13,36.71,17.91
o_002988,1,p_2365,s_480,2018-06-06 21:03:29,58.56,13.28
o_002988,2,p_3399,s_785,2018-06-06 21:03:29,98.98,8.58
o_002989,1,p_8375,s_871,2018-02-02 18:56:26,318.97,63.6
o_002990,1,p_9210,s_483,2018-02-06 11:40:31,81.28,8.2
o_002991,1,p_4099,s_537,2018-01-14 13:10:38,212.68,27.05
o_002992,1,p_2201,s_116,2018-04-27 23:11:13,16.37,27.48
o_002993,1,p_6656,s_580,2017-06-09 22:13:01,366.48,29.84
o_002994,1,p_8026,s_328,2018-05-16 16:24:02,182.22,19.64
o_002995,1,p_4329,s_127,2017-12-30 17:01:14,42.53,11.17
o_002995,2,p_1500,s_981,2017-12-30 17:01:14,52.01,8.58
o_002996,1,p_4192,s_472,2018-08-28 07:07:06,78.5,17.88
o_002997,1,p_4125,s_659,2018-07-10 14:34:17,87.06,27.22
o_002998,1,p_1302,s_982,2018-02-09 19:32:03,169.28,23.23
o_002999,1,p_8833,s_984,2017-11-12 19:38:12,24.5,6.29
o_003000,1,p_1147,s_234,2017-03-22 22:25:12,36.69,69.68
o_003001,1,p_2358,s_218,2017-09-26 21:50:46,477.0,25.11
o_003002,1,p_6560,s_425,2017-03-13 21:11:14,331.08,8.39
o_003003,1,p_2312,s_946,2018-04-23 01:33:08,294.19,17.61
o_003004,1,p_2222,s_606,2018-03-22 07:46:44,60.6,9.43
o_003005,1,p_5732,s_409,2018-07-07 12:42:59,48.52,9.63
o_003005,2,p_7624,s_826,2018-07-07 12:42:59,253.34,6.42
o_003006,1,p_2040,s_626,2018-03-15 15:33:00,165.32,23.16
o_003007,1,p_1066,s_425,2018-03-21 12:04:24,520.99,16.28
o_003007,2,p_4922,s_738,2018-03-21 12:04:24,147.95,17.97
o_003008,1,p_8437,s_198,2018-02-26 03:37:42,656.8,8.38
o_003009,1,p_8253,s_243,2018-04-18 17:25:44,259.86,24.12
o_003010,1,p_7671,s_198,2017-12-31 20:44:50,281.45,65.56
o_003011,1,p_7326,s_565,2017-12-16 06:13:09,68.7,22.98
o_003011,2,p_3248,s_974,2017-12-16 06:13:09,187.19,23.93
o_003012,1,p_9700,s_291,2017-07-13 19:53:20,22.83,22.9
o_003013,1,p_7451,s_399,2018-08-19 08:17:46,43.72,66.88
o_003014,1,p_1904,s_546,2018-04-21 16:53:20,731.38,16.73
o_003015,1,p_6285,s_628,2017-03-28 19:58:43,161.46,22.45
o_003015,2,p_3111,s_376,2017-03-28 19:58:43,215.62,26.69
o_003016,1,p_8827,s_691,2017-10-16 15:48:35,25.31,5.73
o_003017,1,p_6605,s_200,2017-11-10 07:13:10,29.7,12.6
o_003018,1,p_6831,s_699,2017-11-21 20:48:25,248.74,18.6
o_003019,1,p_2420,s_925,2018-04-25 11:35:06,108.74,23.93
o_003019,2,p_3074,s_117,2018-04-25 11:35:06,187.28,29.04
o_003020,1,p_2406,s_419,2018-05-10 15:29:39,379.64,18.32
o_003021,1,p_2318,s_355,2017-11-11 09:08:53,166.61,25.52
o_003022,1,p_3775,s_738,2018-03-24 05:04:38,68.77,19.94
o_003023,1,p_6503,s_286,2018-07-23 17:58:30,28.22,23.73
o_003024,1,p_2639,s_798,2018-08-06 13:27:09,319.88,62.5
o_003025,1,p_7957,s_909,2018-06-21 09:47:13,99.27,7.65
o_003025,2,p_5414,s_610,2018-06-21 09:47:13,357.43,11.28
o_003025,3,p_3010,s_211,2018-06-21 09:47:13,184.95,8.66
o_003026,1,p_4436,s_382,2018-03-09 20:53:52,144.74,17.52
o_003026,2,p_3395,s_564,2018-03-09 20:53:52,79.87,15.06
o_003026,3,p_3554,s_561,2018-03-09 20:53:52,113.98,12.15
o_003027,1,p_7668,s_726,2018-07-06 18:47:55,122.04,13.03
o_003028,1,p_6733,s_491,2018-01-22 19:14:39,100.42,12.46
o_003029,1,p_3398,s_760,2018-03-27 18:13:33,106.33,8.97
o_003030,1,p_1323,s_328,2018-06-10 17:52:47,162.11,64.52
o_003031,1,p_2165,s_809,2017-03-16 00:34:01,27.88,8.55
o_003032,1,p_1926,s_533,2017-11-25 11:46:27,196.25,16.19
o_003032,2,p_6184,s_834,2017-11-25 11:46:27,625.49,19.95
o_003033,1,p_9250,s_869,2018-06-10 14:53:11,98.27,18.69
o_003034,1,p_5252,s_598,2018-04-30 20:45:45,191.97,25.64
o_003035,1,p_8894,s_682,2018-01-26 15:36:36,20.32,6.3
o_003036,1,p_5060,s_785,2018-05-18 07:32:43,38.56,23.59
o_003037,1,p_3333,s_543,2018-03-17 18:55:29,59.93,28.94
o_003038,1,p_9216,s_599,2018-08-18 13:00:52,118.03,27.48
o_003039,1,p_1382,s_528,2018-04-08 18:51:38,61.3,16.34
o_003040,1,p_1725,s_893,2017-06-12 10:46:17,42.89,14.14
o_003041,1,p_1545,s_425,2018-01-06 12:18:37,47.65,29.34
o_003041,2,p_5070,s_327,2018-01-06 12:18:37,182.01,27.04
o_003042,1,p_7423,s_481,2017-07-08 14:00:39,224.14,15.19
o_003043,1,p_1893,s_526,2018-08-19 14:54:22,18.65,13.49
o_003044,1,p_7942,s_993,2017-06-12 13:40:37,69.66,16.49
o_003044,2,p_9966,s_322,2017-06-12 13:40:37,83.54,13.88
o_003045,1,p_9762,s_264,2017-05-17 15:25:48,178.07,13.36
o_003046,1,p_6538,s_375,2018-01-14 11:26:56,50.16,18.21
o_003046,2,p_5663,s_792,2018-01-14 11:26:56,50.14,15.13
o_003047,1,p_7598,s_168,2017-09-01 09:03:00,352.79,7.02
o_003048,1,p_1753,s_743,2018-04-21 10:30:27,225.75,12.4
o_003049,1,p_3357,s_623,2018-08-14 08:45:42,267.8,17.07
o_003050,1,p_4519,s_115,2018-08-26 09:48:26,18.76,12.57
o_003050,2,p_3979,s_327,2018-08-26 09:48:26,106.11,9.98
o_003051,1,p_7719,s_958,2018-01-26 12:56:12,115.92,19.28
o_003052,1,p_5813,s_700,2018-03-08 15:02:47,169.62,13.3
o_003053,1,p_7667,s_792,2017-07-21 13:44:10,31.09,15.4
o_003054,1,p_8658,s_878,2018-08-02 19:23:33,73.74,10.09
o_003055,1,p_9851,s_928,2018-05-02 13:52:01,325.53,24.91
o_003056,1,p_7209,s_598,2017-11-12 14:53:27,203.9,5.72
o_003057,1,p_6885,s_889,2018-06-16 09:06:37,192.75,16.38
o_003058,1,p_1046,s_961,2018-03-27 00:17:08,76.95,17.85
o_003059,1,p_8361,s_902,2017-11-15 15:39:19,245.62,8.71
o_003060,1,p_6033,s_266,2017-05-29 11:32:39,435.81,18.41
o_003061,1,p_6223,s_794,2017-07-24 16:16:25,51.46,14.66
o_003062,1,p_6813,s_516,2017-11-19 13:18:07,102.91,10.96
o_003063,1,p_8167,s_758,2017-02-06 21:02:18,119.55,9.62
o_003064,1,p_7042,s_632,2018-03-07 13:36:57,157.01,7.86
o_003065,1,p_3377,s_493,2017-08-28 18:29:31,236.01,8.82
o_003066,1,p_5552,s_663,2018-03-18 18:26:25,105.23,22.09
o_003067,1,p_5890,s_102,2018-07-22 08:37:45,197.25,10.85
o_003068,1,p_7835,s_717,2018-03-26 08:04:19,73.76,29.14
o_003069,1,p_9676,s_933,2018-07-28 13:08:02,61.24,5.76
o_003070,1,p_7512,s_217,2017-10-21 18:08:01,54.49,9.93
o_003070,2,p_7682,s_102,2017-10-21 18:08:01,43.61,8.72
o_003071,1,p_8329,s_248,2018-03-12 08:37:35,268.15,17.79
o_003072,1,p_2338,s_171,2017-07-10 18:38:41,32.04,10.98
o_003073,1,p_4484,s_604,2017-11-06 19:00:34,237.61,14.49
o_003074,1,p_4719,s_729,2018-04-12 09:33:49,61.22,11.02
o_003075,1,p_8034,s_579,2017-02-21 23:00:08,256.72,65.41
o_003076,1,p_6456,s_504,2018-02-01 02:31:40,564.27,12.2
o_003076,2,p_7349,s_155,2018-02-01 02:31:40,463.04,19.95
o_003077,1,p_7159,s_158,2018-07-15 14:02:27,142.81,22.52
o_003078,1,p_5352,s_412,2017-06-11 12:16:11,31.21,26.34
o_003079,1,p_6220,s_291,2018-01-27 12:15:17,31.14,22.78
o_003080,1,p_4013,s_939,2017-12-01 05:17:01,245.1,22.31
o_003081,1,p_8267,s_894,2017-08-21 00:21:32,32.69,11.56
o_003081,2,p_9592,s_178,2017-08-21 00:21:32,104.14,7.31
o_003082,1,p_4616,s_617,2017-09-08 16:22:46,96.1,11.1
o_003083,1,p_9248,s_932,2017-05-01 19:09:21,67.67,17.77
o_003084,1,p_9493,s_232,2018-06-06 08:55:51,281.71,26.95
o_003085,1,p_4171,s_878,2018-03-19 12:14:43,127.62,7.86
o_003085,2,p_6285,s_190,2018-03-19 12:14:43,19.97,5.8
o_003086,1,p_6919,s_118,2018-07-24 08:35:54,88.04,12.04
o_003086,2,p_2204,s_155,2018-07-24 08:35:54,190.56,10.41
o_003087,1,p_1192,s_442,2017-06-16 10:31:39,213.72,12.13
o_003087,2,p_5630,s_190,2017-06-16 10:31:39,70.77,6.91
o_003087,3,p_8091,s_157,2017-06-16 10:31:39,58.87,12.42
o_003088,1,p_4926,s_969,2017-07-29 15:51:02,128.12,13.58
o_003089,1,p_3444,s_424,2018-07-13 22:07:34,240.12,14.93
o_003090,1,p_1232,s_959,2018-03-31 17:45:30,292.41,11.67
o_003091,1,p_5490,s_957,2018-04-23 08:28:24,183.13,13.36
o_003092,1,p_7790,s_485,2018-06-22 15:48:29,19.25,10.03
o_003093,1,p_4521,s_511,2018-03-10 20:33:56,199.17,27.69
o_003094,1,p_8061,s_782,2018-08-17 10:04:23,166.54,11.55
o_003095,1,p_1479,s_306,2018-05-27 09:20:56,118.54,6.0
o_003096,1,p_2543,s_175,2017-10-08 10:24:01,18.03,13.29
o_003097,1,p_2954,s_495,2017-04-13 09:26:23,49.55,16.07
o_003097,2,p_6512,s_195,2017-04-13 09:26:23,478.61,15.05
o_003098,1,p_7742,s_548,2017-03-05 12:53:04,66.59,18.61
o_003099,1,p_5011,s_216,2017-07-22 19:18:21,107.54,10.06
o_003100,1,p_2529,s_502,2017-03-03 02:27:29,38.83,12.18
o_003101,1,p_8436,s_277,2018-04-09 08:33:10,31.56,66.36
o_003102,1,p_3957,s_230,2018-03-08 22:01:53,248.69,11.17
o_003102,2,p_6274,s_435,2018-03-08 22:01:53,181.52,12.57
o_003103,1,p_3868,s_801,2017-09-02 10:33:54,99.8,29.05
o_003104,1,p_6301,s_435,2017-05-13 08:22:37,282.01,14.59
o_003105,1,p_6053,s_425,2018-04-28 17:11:44,57.81,15.16
o_003105,2,p_4109,s_459,2018-04-28 17:11:44,49.62,15.17
o_003106,1,p_7576,s_166,2018-07-16 11:07:51,58.99,10.44
o_003107,1,p_9640,s_617,2018-02-16 15:52:36,115.63,18.73
o_003107,2,p_3529,s_511,2018-02-16 15:52:36,121.13,15.87
o_003108,1,p_7629,s_125,2018-07-22 00:22:32,135.55,19.18
o_003109,1,p_7934,s_384,2017-12-24 20:03:15,68.55,29.92
o_003110,1,p_9883,s_337,2018-08-07 16:23:15,139.0,6.91
o_003111,1,p_6454,s_267,2017-07-07 17:48:17,137.34,12.18
o_003112,1,p_3470,s_879,2017-09-28 19:23:56,40.43,13.2
o_003113,1,p_9453,s_779,2018-08-14 16:56:03,63.2,6.49
o_003113,2,p_4516,s_185,2018-08-14 16:56:03,91.0,12.31
o_003114,1,p_8327,s_440,2018-03-07 08:49:02,18.86,6.77
o_003115,1,p_9602,s_672,2017-01-10 18:30:35,26.97,25.3
o_003116,1,p_7934,s_295,2018-06-17 11:07:10,67.75,10.42
o_003117,1,p_9847,s_378,2017-11-23 00:32:03,600.64,8.98
o_003118,1,p_7190,s_333,2017-05-02 10:05:04,182.72,8.02
o_003119,1,p_3445,s_114,2018-06-07 12:38:17,28.12,9.09
o_003120,1,p_2691,s_694,2018-08-31 21:26:31,511.63,13.51
o_003121,1,p_3809,s_402,2018-01-22 15:26:53,314.56,22.49
o_003122,1,p_7085,s_635,2018-01-14 00:37:41,23.55,24.94
o_003123,1,p_9058,s_516,2017-09-09 19:59:39,368.07,14.15
o_003124,1,p_5751,s_399,2017-06-22 08:56:12,17.38,16.28
o_003125,1,p_8064,s_586,2017-08-19 13:42:32,72.67,6.13
o_003126,1,p_2539,s_194,2018-03-01 12:23:11,79.12,5.58
o_003127,1,p_9064,s_443,2017-10-21 17:02:32,451.99,23.96
o_003128,1,p_9575,s_706,2018-06-13 11:46:38,96.17,14.8
o_003129,1,p_7212,s_272,2018-05-15 11:18:05,78.27,25.48
o_003130,1,p_5057,s_844,2018-01-22 13:49:05,96.97,19.75
o_003131,1,p_4240,s_669,2018-06-15 12:07:52,49.83,11.09
o_003132,1,p_5170,s_774,2018-02-07 19:36:25,114.21,9.13
o_003133,1,p_2660,s_312,2017-02-26 04:10:55,194.11,27.84
o_003134,1,p_1482,s_525,2018-05-30 17:55:47,181.65,11.75
o_003135,1,p_1591,s_531,2018-08-02 13:03:03,73.43,16.94
o_003136,1,p_8044,s_265,2018-02-14 09:17:59,178.08,29.85
o_003137,1,p_1259,s_578,2018-06-06 07:58:35,108.12,25.92
o_003138,1,p_2650,s_231,2017-06-02 10:11:25,19.07,26.08
o_003139,1,p_1396,s_627,2018-03-25 13:19:08,51.68,19.85
o_003140,1,p_8221,s_769,2018-07-31 21:09:08,156.95,12.61
o_003141,1,p_3721,s_721,2017-08-27 11:26:21,206.12,9.33
o_003142,1,p_6304,s_107,2018-02-28 17:40:33,57.47,62.5
o_003143,1,p_4273,s_914,2017-05-26 20:55:49,124.96,28.77
o_003144,1,p_1905,s_888,2018-07-08 16:22:15,71.27,5.74
o_003145,1,p_2504,s_280,2017-11-21 16:06:07,40.94,7.79
o_003145,2,p_8058,s_628,2017-11-21 16:06:07,183.26,12.21
o_003146,1,p_6387,s_848,2017-03-12 07:25:49,45.79,29.9
o_003147,1,p_4273,s_602,2018-06-10 16:59:37,28.58,12.7
o_003148,1,p_5040,s_249,2018-02-27 11:10:31,161.4,7.91
o_003149,1,p_2543,s_724,2017-09-27 06:14:07,82.48,66.57
o_003149,2,p_9481,s_635,2017-09-27 06:14:07,128.33,65.9
o_003150,1,p_5985,s_608,2017-03-08 15:27:08,55.52,18.39
o_003151,1,p_1157,s_632,2018-05-26 21:38:18,54.05,5.61
o_003152,1,p_4695,s_281,2017-03-27 11:54:51,151.74,12.71
o_003152,2,p_3705,s_311,2017-03-27 11:54:51,29.73,11.93
o_003153,1,p_9588,s_199,2018-03-26 18:26:16,100.24,17.86
o_003153,2,p_2424,s_825,2018-03-26 18:26:16,15.12,12.26
o_003154,1,p_7770,s_239,2018-04-11 08:37:27,21.4,7.69
o_003155,1,p_6901,s_645,2017-02-02 17:24:23,146.2,22.59
o_003156,1,p_5990,s_309,2017-06-25 08:28:04,79.04,24.27
o_003157,1,p_6414,s_850,2018-01-16 15:38:00,165.32,10.4
o_003158,1,p_8367,s_640,2017-10-14 12:44:25,43.51,26.53
o_003159,1,p_2208,s_597,2018-04-07 13:11:22,197.31,19.2
o_003160,1,p_4873,s_490,2018-02-16 13:09:52,66.8,19.26
o_003161,1,p_8587,s_879,2018-06-21 15:29:39,144.71,25.26
o_003162,1,p_8241,s_843,2018-03-10 17:02:46,203.93,5.83
o_003163,1,p_1048,s_285,2018-03-10 08:03:54,54.47,6.73
o_003164,1,p_6608,s_969,2018-04-12 10:33:01,51.43,7.59
o_003165,1,p_3983,s_968,2017-04-22 20:32:30,82.05,13.44
o_003165,2,p_7997,s_346,2017-04-22 20:32:30,388.81,19.91
o_003166,1,p_3122,s_751,2017-09-16 17:00:18,149.24,24.64
o_003167,1,p_7030,s_589,2018-02-10 21:00:45,258.43,13.19
o_003168,1,p_2588,s_801,2018-02-15 07:00:00,31.73,13.11
o_003168,2,p_9597,s_178,2018-02-15 07:00:00,39.9,17.05
o_003169,1,p_1130,s_817,2018-07-16 21:10:03,86.75,8.85
o_003170,1,p_7026,s_387,2017-07-26 15:45:27,60.58,7.29
o_003170,2,p_3902,s_388,2017-07-26 15:45:27,208.45,9.46
o_003170,3,p_1670,s_980,2017-07-26 15:45:27,32.72,10.68
o_003171,1,p_7572,s_437,2018-03-19 19:42:31,50.0,9.15
o_003172,1,p_5027,s_918,2018-05-18 13:06:33,413.53,15.64
o_003172,2,p_4957,s_932,2018-05-18 13:06:33,23.21,15.6
o_003173,1,p_6945,s_129,2018-07-25 05:56:08,26.58,15.92
o_003173,2,p_1004,s_706,2018-07-25 05:56:08,95.95,12.79
o_003174,1,p_2627,s_744,2017-04-30 15:33:52,57.11,28.39
o_003175,1,p_3937,s_888,2018-03-23 15:54:03,27.27,64.85
o_003176,1,p_7095,s_764,2018-08-23 14:39:41,93.92,11.71
o_003177,1,p_3005,s_549,2018-01-21 13:31:04,112.91,29.7
o_003178,1,p_2047,s_401,2018-08-21 13:55:55,27.66,14.15
o_003179,1,p_1244,s_337,2018-07-08 15:35:26,51.65,15.36
o_003180,1,p_5597,s_952,2018-07-25 15:23:22,17.61,18.99
o_003181,1,p_6925,s_285,2018-03-04 15:49:45,85.88,24.96
o_003182,1,p_1462,s_708,2017-12-06 09:35:16,113.35,12.68
o_003183,1,p_1140,s_704,2017-10-16 17:16:41,228.87,7.49
o_003184,1,p_9000,s_604,2017-05-01 04:42:36,35.9,7.08
o_003185,1,p_4331,s_535,2017-02-08 09:42:40,123.87,15.95
o_003186,1,p_2147,s_763,2018-05-11 19:00:53,28.55,13.2
o_003186,2,p_9134,s_437,2018-05-11 19:00:53,134.51,10.27
o_003187,1,p_1435,s_184,2017-07-01 09:18:34,68.36,10.27
o_003188,1,p_7080,s_323,2018-07-17 15:50:52,474.33,11.64
o_003189,1,p_1937,s_832,2018-03-23 06:21:44,357.27,17.43
o_003189,2,p_7064,s_640,2018-03-23 06:21:44,65.16,15.23
o_003190,1,p_7668,s_206,2018-06-20 08:13:50,78.55,23.65
o_003191,1,p_6656,s_566,2017-01-28 11:06:19,160.61,6.97
o_003192,1,p_8436,s_639,2018-08-20 12:57:46,83.76,11.07
o_003193,1,p_1649,s_631,2017-09-22 14:53:00,377.95,69.32
o_003194,1,p_8655,s_283,2018-03-25 19:35:55,311.66,9.43
o_003195,1,p_7473,s_122,2018-01-29 19:14:31,88.08,19.04
o_003196,1,p_4361,s_897,2017-06-27 19:06:59,30.01,22.25
o_003197,1,p_5184,s_177,2018-03-05 11:04:28,337.08,17.41
o_003198,1,p_5221,s_681,2017-08-17 13:06:43,216.44,19.93
o_003199,1,p_7008,s_818,2018-08-24 19:57:18,227.55,18.94
o_003200,1,p_1752,s_799,2018-03-30 11:08:44,134.62,9.77
o_003201,1,p_5552,s_226,2018-05-16 08:24:34,141.51,25.16
o_003201,2,p_9495,s_602,2018-05-16 08:24:34,27.89,27.58
o_003202,1,p_1111,s_181,2017-02-07 18:05:50,390.94,67.94
o_003203,1,p_5205,s_548,2018-05-13 15:05:49,33.44,25.18
o_003204,1,p_8258,s_292,2017-02-28 10:03:14,41.21,5.71
o_003205,1,p_1806,s_608,2018-04-29 20:51:20,59.69,11.71
o_003206,1,p_9090,s_123,2018-01-18 12:45:13,41.23,23.68
o_003207,1,p_9769,s_657,2018-07-02 21:50:15,66.57,24.65
o_003208,1,p_7707,s_983,2018-08-15 23:56:28,174.63,7.02
o_003209,1,p_8949,s_751,2018-01-15 11:35:31,253.58,14.34
o_003210,1,p_1870,s_844,2018-06-11 10:08:37,75.63,17.12
o_003211,1,p_8519,s_786,2018-05-19 08:46:48,227.79,28.34
o_003212,1,p_5071,s_519,2017-11-18 10:16:36,116.18,5.51
o_003213,1,p_7365,s_788,2017-01-15 19:12:24,131.84,12.48
o_003214,1,p_2021,s_509,2018-01-15 13:04:09,54.35,29.83
o_003215,1,p_3959,s_536,2018-03-23 10:32:27,50.68,28.82
o_003216,1,p_1766,s_335,2018-04-02 11:44:51,117.88,29.08
o_003216,2,p_5784,s_316,2018-04-02 11:44:51,144.5,26.33
o_003217,1,p_3784,s_934,2017-10-26 12:20:46,389.4,15.69
o_003218,1,p_8037,s_697,2018-08-20 08:47:01,95.07,12.31
o_003219,1,p_8353,s_325,2018-06-09 11:38:24,229.77,12.04
o_003220,1,p_1881,s_890,2017-04-25 14:36:07,122.16,19.74
o_003221,1,p_7870,s_261,2018-01-11 07:04:39,96.94,27.31
o_003222,1,p_9179,s_744,2017-04-12 18:30:40,84.82,10.21
o_003223,1,p_1069,s_207,2018-02-16 10:55:21,51.09,10.07
o_003224,1,p_7531,s_783,2018-05-01 10:01:14,332.31,11.35
o_003224,2,p_6291,s_934,2018-05-01 10:01:14,555.91,12.33
o_003225,1,p_4465,s_624,2018-01-31 07:01:53,31.09,9.16
o_003226,1,p_6722,s_207,2017-12-06 07:51:22,24.51,12.54
o_003227,1,p_1152,s_273,2017-09-07 16:34:35,254.91,9.83
o_003228,1,p_8152,s_632,2017-12-03 22:27:45,299.36,13.03
o_003229,1,p_1015,s_183,2017-03-28 15:43:10,69.7,12.82
o_003230,1,p_6166,s_214,2018-03-28 14:04:27,230.54,24.34
o_003231,1,p_9575,s_508,2017-09-29 14:51:02,95.18,12.14
o_003232,1,p_3993,s_757,2017-09-26 21:54:31,189.68,68.8
o_003233,1,p_2022,s_131,2018-01-07 21:58:32,67.37,18.63
o_003234,1,p_5321,s_468,2017-06-23 10:20:32,169.66,9.64
o_003235,1,p_4178,s_900,2018-01-17 10:59:20,78.54,18.82
o_003236,1,p_6356,s_778,2017-02-11 08:28:25,555.62,12.35
o_003236,2,p_2337,s_720,2017-02-11 08:28:25,198.42,9.69
o_003237,1,p_5349,s_707,2017-06-23 17:57:30,232.95,64.3
o_003237,2,p_8048,s_240,2017-06-23 17:57:30,30.77,69.34
o_003238,1,p_4554,s_565,2018-05-25 11:29:06,58.1,17.74
o_003239,1,p_3343,s_122,2017-09-11 13:07:09,196.5,28.37
o_003240,1,p_4417,s_301,2018-03-27 13:48:47,94.31,22.66
o_003241,1,p_3888,s_967,2018-04-08 14:18:40,259.5,28.76
o_003242,1,p_8925,s_462,2018-04-22 11:02:51,16.99,68.93
o_003243,1,p_8088,s_453,2018-04-14 08:38:26,108.6,15.71
o_003244,1,p_4303,s_725,2017-04-28 02:23:59,264.46,12.81
o_003245,1,p_2502,s_489,2018-04-14 15:10:47,51.22,13.26
o_003246,1,p_6895,s_515,2018-03-31 11:48:05,56.19,15.82
o_003247,1,p_5388,s_271,2018-07-21 17:56:21,275.78,11.42
o_003248,1,p_8807,s_156,2017-09-23 16:45:35,132.93,66.97
o_003249,1,p_2499,s_498,2017-11-27 11:45:39,163.45,17.49
o_003250,1,p_6782,s_610,2017-07-27 13:18:21,85.48,23.98
o_003251,1,p_4777,s_991,2018-07-30 06:49:58,239.75,6.93
o_003252,1,p_8067,s_645,2018-05-09 14:06:39,91.76,15.32
o_003253,1,p_5482,s_940,2017-01-11 08:43:47,163.5,11.44
o_003254,1,p_6070,s_697,2018-03-23 21:44:59,52.72,12.84
o_003255,1,p_8317,s_114,2018-03-20 06:36:50,163.49,23.11
o_003255,2,p_8355,s_669,2018-03-20 06:36:50,396.44,24.27
o_003256,1,p_7955,s_858,2018-01-19 11:58:38,19.07,10.94
o_003257,1,p_6084,s_341,2018-01-14 13:38:32,25.55,12.39
o_003258,1,p_2532,s_774,2017-03-13 07:42:23,121.63,5.66
o_003259,1,p_7204,s_852,2017-02-07 19:59:14,77.69,7.6
o_003260,1,p_4657,s_271,2017-09-27 16:30:40,186.29,11.87
o_003261,1,p_2493,s_141,2018-07-08 07:01:44,162.91,6.27
o_003261,2,p_5285,s_917,2018-07-08 07:01:44,132.76,12.08
o_003262,1,p_8571,s_379,2018-05-07 19:50:40,30.07,6.18
o_003262,2,p_7776,s_936,2018-05-07 19:50:40,314.15,11.7
